x,y
2814,16.30672579
2814,17.30672579
2814,18.30672579
2814,19.30672579
2814,20.30672579
2814,21.30672579
2814,22.30672579
2814,23.30672579
2814,24.30672579
2815,25.30672579
2815,26.30672579
2815,27.30672579
2815,28.30672579
2816,29.30672579
2816,30.30672579
2816,31.30672579
2816,32.30672579
2816,33.30672579
2816,34.30672579
2816,35.30672579
2816,36.30672579
2816,37.30672579
2816,38.30672579
2816,39.30672579
2816,40.30672579
2816,41.30672579
2816,42.30672579
2816,43.30672579
2816,44.30672579
2816,45.30672579
2816,46.30672579
2816,47.30672579
2816,48.30672579
2816,49.30672579
2816,50.30672579
2816,51.30672579
2816,52.30672579
2816,53.30672579
2816,54.30672579
2816,55.30672579
2816,56.30672579
2816,57.30672579
2816,58.30672579
2816,59.30672579
2816,60.30672579
2816,61.30672579
2816,62.30672579
2816,63.30672579
2816,64.30672579
2816,65.30672579
2816,66.30672579
2816,67.30672579
2816,68.30672579
2816,69.30672579
2816,70.30672579
2816,71.30672579
2816,72.30672579
2817,73.30672579
2817,74.30672579
2817,75.30672579
2817,76.30672579
2817,77.30672579
2816,78.30672579
2816,79.30672579
2816,80.30672579
2816,81.30672579
2816,82.30672579
2816,83.30672579
2816,84.30672579
2816,85.30672579
2817,86.30672579
2817,87.30672579
2817,88.30672579
2817,89.30672579
2817,90.30672579
2817,91.30672579
2817,92.30672579
2817,93.30672579
2817,94.30672579
2817,95.30672579
2817,96.30672579
2817,97.30672579
2817,98.30672579
2817,99.30672579
2817,100.3067258
2817,101.3067258
2816,102.3067258
2816,103.3067258
2816,104.3067258
2816,105.3067258
2816,106.3067258
2816,107.3067258
2816,108.3067258
2815,109.3067258
2815,110.3067258
2814,111.3067258
2814,112.3067258
2814,113.3067258
2814,114.3067258
2814,115.3067258
2813,116.3067258
2813,117.3067258
2813,118.3067258
2813,119.3067258
2813,120.3067258
2813,121.3067258
2813,122.3067258
2813,123.3067258
2813,124.3067258
2812,125.3067258
2812,126.3067258
2812,127.3067258
2812,128.3067258
2812,129.3067258
2812,130.3067258
2812,131.3067258
2812,132.3067258
2812,133.3067258
2812,134.3067258
2812,135.3067258
2812,136.3067258
2812,137.3067258
2812,138.3067258
2812,139.3067258
2812,140.3067258
2812,141.3067258
2812,142.3067258
2811,143.3067258
2811,144.3067258
2811,145.3067258
2811,146.3067258
2811,147.3067258
2811,148.3067258
2811,149.3067258
2811,150.3067258
2810,151.3067258
2810,152.3067258
2810,153.3067258
2810,154.3067258
2810,155.3067258
2810,156.3067258
2810,157.3067258
2810,158.3067258
2810,159.3067258
2810,160.3067258
2810,161.3067258
2810,162.3067258
2810,163.3067258
2810,164.3067258
2810,165.3067258
2810,166.3067258
2810,167.3067258
2810,168.3067258
2810,169.3067258
2809,170.3067258
2809,171.3067258
2809,172.3067258
2809,173.3067258
2809,174.3067258
2809,175.3067258
2809,176.3067258
2808,177.3067258
2808,178.3067258
2808,179.3067258
2808,180.3067258
2808,181.3067258
2808,182.3067258
2808,183.3067258
2808,184.3067258
2808,185.3067258
2808,186.3067258
2807,187.3067258
2807,188.3067258
2807,189.3067258
2807,190.3067258
2807,191.3067258
2807,192.3067258
2807,193.3067258
2807,194.3067258
2807,195.3067258
2807,196.3067258
2806,197.3067258
2806,198.3067258
2806,199.3067258
2806,200.3067258
2806,201.3067258
2806,202.3067258
2805,203.3067258
2805,204.3067258
2805,205.3067258
2805,206.3067258
2805,207.3067258
2805,208.3067258
2805,209.3067258
2805,210.3067258
2805,211.3067258
2805,212.3067258
2805,213.3067258
2805,214.3067258
2805,215.3067258
2805,216.3067258
2805,217.3067258
2804,218.3067258
2804,219.3067258
2804,220.3067258
2804,221.3067258
2804,222.3067258
2803,223.3067258
2803,224.3067258
2803,225.3067258
2802,226.3067258
2802,227.3067258
2802,228.3067258
2802,229.3067258
2802,230.3067258
2802,231.3067258
2801,232.3067258
2801,233.3067258
2801,234.3067258
2801,235.3067258
2800,236.3067258
2800,237.3067258
2800,238.3067258
2800,239.3067258
2800,240.3067258
2800,241.3067258
2800,242.3067258
2800,243.3067258
2800,244.3067258
2800,245.3067258
2799,246.3067258
2799,247.3067258
2799,248.3067258
2799,249.3067258
2799,250.3067258
2799,251.3067258
2799,252.3067258
2798,253.3067258
2798,254.3067258
2798,255.3067258
2798,256.3067258
2797,257.3067258
2797,258.3067258
2796,259.3067258
2796,260.3067258
2796,261.3067258
2795,262.3067258
2795,263.3067258
2794,264.3067258
2794,265.3067258
2793,266.3067258
2793,267.3067258
2793,268.3067258
2793,269.3067258
2793,270.3067258
2792,271.3067258
2792,272.3067258
2792,273.3067258
2792,274.3067258
2791,275.3067258
2791,276.3067258
2791,277.3067258
2790,278.3067258
2790,279.3067258
2789,280.3067258
2789,281.3067258
2789,282.3067258
2789,283.3067258
2788,284.3067258
2788,285.3067258
2788,286.3067258
2788,287.3067258
2787,288.3067258
2787,289.3067258
2787,290.3067258
2787,291.3067258
2787,292.3067258
2787,293.3067258
2786,294.3067258
2786,295.3067258
2786,296.3067258
2786,297.3067258
2785,298.3067258
2785,299.3067258
2785,300.3067258
2785,301.3067258
2784,302.3067258
2784,303.3067258
2783,304.3067258
2783,305.3067258
2783,306.3067258
2782,307.3067258
2782,308.3067258
2781,309.3067258
2781,310.3067258
2781,311.3067258
2781,312.3067258
2781,313.3067258
2780,314.3067258
2780,315.3067258
2779,316.3067258
2779,317.3067258
2779,318.3067258
2779,319.3067258
2778,320.3067258
2778,321.3067258
2777,322.3067258
2777,323.3067258
2777,324.3067258
2776,325.3067258
2776,326.3067258
2776,327.3067258
2776,328.3067258
2776,329.3067258
2775,330.3067258
2775,331.3067258
2775,332.3067258
2775,333.3067258
2774,334.3067258
2774,335.3067258
2774,336.3067258
2774,337.3067258
2774,338.3067258
2773,339.3067258
2773,340.3067258
2773,341.3067258
2772,342.3067258
2772,343.3067258
2772,344.3067258
2772,345.3067258
2772,346.3067258
2771,347.3067258
2771,348.3067258
2771,349.3067258
2771,350.3067258
2771,351.3067258
2770,352.3067258
2770,353.3067258
2770,354.3067258
2770,355.3067258
2770,356.3067258
2770,357.3067258
2770,358.3067258
2770,359.3067258
2770,360.3067258
2769,361.3067258
2769,362.3067258
2769,363.3067258
2769,364.3067258
2768,365.3067258
2768,366.3067258
2768,367.3067258
2767,368.3067258
2767,369.3067258
2766,370.3067258
2766,371.3067258
2766,372.3067258
2765,373.3067258
2765,374.3067258
2764,375.3067258
2764,376.3067258
2764,377.3067258
2763,378.3067258
2763,379.3067258
2763,380.3067258
2762,381.3067258
2762,382.3067258
2762,383.3067258
2762,384.3067258
2761,385.3067258
2761,386.3067258
2761,387.3067258
2761,388.3067258
2761,389.3067258
2760,390.3067258
2760,391.3067258
2760,392.3067258
2760,393.3067258
2760,394.3067258
2760,395.3067258
2761,396.3067258
2760,396.3067258
2759,396.3067258
2762,397.3067258
2758,397.3067258
2763,398.3067258
2764,399.3067258
2757,398.3067258
2765,400.3067258
2757,399.3067258
2766,401.3067258
2756,400.3067258
2767,402.3067258
2755,401.3067258
2768,403.3067258
2769,404.3067258
2755,402.3067258
2770,405.3067258
2754,403.3067258
2771,406.3067258
2754,404.3067258
2772,407.3067258
2753,405.3067258
2773,408.3067258
2753,406.3067258
2752,407.3067258
2752,408.3067258
2751,409.3067258
2751,410.3067258
2750,411.3067258
2750,412.3067258
2749,413.3067258
2749,414.3067258
2749,415.3067258
2748,416.3067258
2747,417.3067258
2747,418.3067258
2746,419.3067258
2746,420.3067258
2745,421.3067258
2744,422.3067258
2744,423.3067258
2744,424.3067258
2743,425.3067258
2742,426.3067258
2742,427.3067258
2741,428.3067258
2741,429.3067258
2740,430.3067258
2740,431.3067258
2740,432.3067258
2739,433.3067258
2739,434.3067258
2738,435.3067258
2738,436.3067258
2738,437.3067258
2737,438.3067258
2737,439.3067258
2737,440.3067258
2737,441.3067258
2737,442.3067258
2737,443.3067258
2736,444.3067258
2736,445.3067258
2736,446.3067258
2735,447.3067258
2735,448.3067258
2735,449.3067258
2735,450.3067258
2734,451.3067258
2734,452.3067258
2733,453.3067258
2733,454.3067258
2733,455.3067258
2732,456.3067258
2732,457.3067258
2731,458.3067258
2731,459.3067258
2730,460.3067258
2730,461.3067258
2729,462.3067258
2729,463.3067258
2728,464.3067258
2728,465.3067258
2727,466.3067258
2727,467.3067258
2727,468.3067258
2726,469.3067258
2726,470.3067258
2725,471.3067258
2725,472.3067258
2724,473.3067258
2724,474.3067258
2724,475.3067258
2723,476.3067258
2723,477.3067258
2723,478.3067258
2722,479.3067258
2722,480.3067258
2722,481.3067258
2721,482.3067258
2721,483.3067258
2720,484.3067258
2720,485.3067258
2720,486.3067258
2719,487.3067258
2719,488.3067258
2718,489.3067258
2718,490.3067258
2717,491.3067258
2717,492.3067258
2717,493.3067258
2716,494.3067258
2716,495.3067258
2716,496.3067258
2715,497.3067258
2715,498.3067258
2715,499.3067258
2715,500.3067258
2714,501.3067258
2714,502.3067258
2714,503.3067258
2713,504.3067258
2713,505.3067258
2712,506.3067258
2712,507.3067258
2711,508.3067258
2711,509.3067258
2710,510.3067258
2710,511.3067258
2709,512.3067258
2709,513.3067258
2708,514.3067258
2708,515.3067258
2707,516.3067258
2707,517.3067258
2707,518.3067258
2706,519.3067258
2706,520.3067258
2706,521.3067258
2705,522.3067258
2705,523.3067258
2704,524.3067258
2704,525.3067258
2704,526.3067258
2703,527.3067258
2703,528.3067258
2702,529.3067258
2702,530.3067258
2701,531.3067258
2701,532.3067258
2700,533.3067258
2700,534.3067258
2700,535.3067258
2699,536.3067258
2698,537.3067258
2698,538.3067258
2698,539.3067258
2697,540.3067258
2697,541.3067258
2696,542.3067258
2696,543.3067258
2695,544.3067258
2695,545.3067258
2695,546.3067258
2694,547.3067258
2694,548.3067258
2693,549.3067258
2693,550.3067258
2692,551.3067258
2692,552.3067258
2692,553.3067258
2691,554.3067258
2691,555.3067258
2691,556.3067258
2690,557.3067258
2690,558.3067258
2689,559.3067258
2689,560.3067258
2688,561.3067258
2688,562.3067258
2688,563.3067258
2687,564.3067258
2687,565.3067258
2686,566.3067258
2686,567.3067258
2685,568.3067258
2685,569.3067258
2684,570.3067258
2684,571.3067258
2683,572.3067258
2683,573.3067258
2682,574.3067258
2682,575.3067258
2681,576.3067258
2680,577.3067258
2679,578.3067258
2679,579.3067258
2678,580.3067258
2677,581.3067258
2677,582.3067258
2676,583.3067258
2675,584.3067258
2675,585.3067258
2674,586.3067258
2674,587.3067258
2673,588.3067258
2673,589.3067258
2672,590.3067258
2671,591.3067258
2671,592.3067258
2670,593.3067258
2669,594.3067258
2669,595.3067258
2668,596.3067258
2667,597.3067258
2667,598.3067258
2666,599.3067258
2666,600.3067258
2665,601.3067258
2664,602.3067258
2664,603.3067258
2663,604.3067258
2663,605.3067258
2662,606.3067258
2661,607.3067258
2661,608.3067258
2660,609.3067258
2660,610.3067258
2659,611.3067258
2659,612.3067258
2658,613.3067258
2658,614.3067258
2657,615.3067258
2657,616.3067258
2656,617.3067258
2656,618.3067258
2655,619.3067258
2654,620.3067258
2654,621.3067258
2653,622.3067258
2653,623.3067258
2652,624.3067258
2652,625.3067258
2652,626.3067258
2651,627.3067258
2651,628.3067258
2650,629.3067258
2650,630.3067258
2650,631.3067258
2649,632.3067258
2649,633.3067258
2648,634.3067258
2648,635.3067258
2647,636.3067258
2646,637.3067258
2646,638.3067258
2645,639.3067258
2644,640.3067258
2644,641.3067258
2643,642.3067258
2642,643.3067258
2641,644.3067258
2641,645.3067258
2640,646.3067258
2639,647.3067258
2639,648.3067258
2638,649.3067258
2637,650.3067258
2637,651.3067258
2636,652.3067258
2636,653.3067258
2635,654.3067258
2634,655.3067258
2634,656.3067258
2633,657.3067258
2632,658.3067258
2632,659.3067258
2631,660.3067258
2631,661.3067258
2630,662.3067258
2629,663.3067258
2629,664.3067258
2628,665.3067258
2628,666.3067258
2628,667.3067258
2627,668.3067258
2627,669.3067258
2626,670.3067258
2626,671.3067258
2625,672.3067258
2624,673.3067258
2624,674.3067258
2623,675.3067258
2622,676.3067258
2622,677.3067258
2621,678.3067258
2620,679.3067258
2620,680.3067258
2619,681.3067258
2618,682.3067258
2617,683.3067258
2617,684.3067258
2616,685.3067258
2615,686.3067258
2615,687.3067258
2614,688.3067258
2613,689.3067258
2613,690.3067258
2612,691.3067258
2611,692.3067258
2611,693.3067258
2610,694.3067258
2609,695.3067258
2608,696.3067258
2607,697.3067258
2606,698.3067258
2605,699.3067258
2605,700.3067258
2604,701.3067258
2603,702.3067258
2603,703.3067258
2602,704.3067258
2602,705.3067258
2601,706.3067258
2600,707.3067258
2600,708.3067258
2599,709.3067258
2598,710.3067258
2598,711.3067258
2597,712.3067258
2596,713.3067258
2595,714.3067258
2595,715.3067258
2594,716.3067258
2593,717.3067258
2593,718.3067258
2592,719.3067258
2591,720.3067258
2590,721.3067258
2590,722.3067258
2590,723.3067258
2589,724.3067258
2589,725.3067258
2588,726.3067258
2588,727.3067258
2587,728.3067258
2587,729.3067258
2586,730.3067258
2585,731.3067258
2585,732.3067258
2584,733.3067258
2583,734.3067258
2583,735.3067258
2582,736.3067258
2581,737.3067258
2581,738.3067258
2580,739.3067258
2579,740.3067258
2579,741.3067258
2578,742.3067258
2577,743.3067258
2576,744.3067258
2576,745.3067258
2575,746.3067258
2574,747.3067258
2574,748.3067258
2573,749.3067258
2572,750.3067258
2572,751.3067258
2571,752.3067258
2570,753.3067258
2570,754.3067258
2569,755.3067258
2568,756.3067258
2567,757.3067258
2567,758.3067258
2566,759.3067258
2565,760.3067258
2564,761.3067258
2564,762.3067258
2563,763.3067258
2562,764.3067258
2561,765.3067258
2561,766.3067258
2560,767.3067258
2559,768.3067258
2558,769.3067258
2558,770.3067258
2557,771.3067258
2556,772.3067258
2556,773.3067258
2555,774.3067258
2554,775.3067258
2553,776.3067258
2552,777.3067258
2551,778.3067258
2550,779.3067258
2549,780.3067258
2548,781.3067258
2547,782.3067258
2546,783.3067258
2545,784.3067258
2545,785.3067258
2544,786.3067258
2543,787.3067258
2542,788.3067258
2541,789.3067258
2540,790.3067258
2539,791.3067258
2538,792.3067258
2537,793.3067258
2536,794.3067258
2535,795.3067258
2535,796.3067258
2534,797.3067258
2533,798.3067258
2532,798.3067258
2531,799.3067258
2531,800.3067258
2530,801.3067258
2529,802.3067258
2528,803.3067258
2528,804.3067258
2527,805.3067258
2526,806.3067258
2536,810.3067258
2526,807.3067258
2535,810.3067258
2534,810.3067258
2537,811.3067258
2533,810.3067258
2526,808.3067258
2532,810.3067258
2538,812.3067258
2531,810.3067258
2530,810.3067258
2526,809.3067258
2529,810.3067258
2528,810.3067258
2527,810.3067258
2526,810.3067258
2525,810.3067258
2524,810.3067258
2523,811.3067258
2522,812.3067258
2521,813.3067258
2520,814.3067258
2519,815.3067258
2518,816.3067258
2517,817.3067258
2516,818.3067258
2515,819.3067258
2514,820.3067258
2513,821.3067258
2512,822.3067258
2511,823.3067258
2510,824.3067258
2509,825.3067258
2508,826.3067258
2507,827.3067258
2506,828.3067258
2506,829.3067258
2505,830.3067258
2504,831.3067258
2503,832.3067258
2502,833.3067258
2501,834.3067258
2500,835.3067258
2499,836.3067258
2498,837.3067258
2497,838.3067258
2496,839.3067258
2495,840.3067258
2494,841.3067258
2494,842.3067258
2493,843.3067258
2492,844.3067258
2491,845.3067258
2490,846.3067258
2490,847.3067258
2489,848.3067258
2488,849.3067258
2477,846.3067258
2487,850.3067258
2478,847.3067258
2479,848.3067258
2486,851.3067258
2480,849.3067258
2481,850.3067258
2485,852.3067258
2482,851.3067258
2484,852.3067258
2483,852.3067258
2483,853.3067258
2483,854.3067258
2483,855.3067258
2482,856.3067258
2481,857.3067258
2480,858.3067258
2479,859.3067258
2479,860.3067258
2478,861.3067258
2477,862.3067258
2476,863.3067258
2475,864.3067258
2474,865.3067258
2473,866.3067258
2472,867.3067258
2472,868.3067258
2471,869.3067258
2470,870.3067258
2469,871.3067258
2468,872.3067258
2467,873.3067258
2466,874.3067258
2465,875.3067258
2464,876.3067258
2463,877.3067258
2462,878.3067258
2461,879.3067258
2460,880.3067258
2460,881.3067258
2459,882.3067258
2458,883.3067258
2457,884.3067258
2457,885.3067258
2457,886.3067258
2457,887.3067258
2461,889.3067258
2458,888.3067258
2463,890.3067258
2460,889.3067258
2457,888.3067258
2462,890.3067258
2459,889.3067258
2456,888.3067258
2464,891.3067258
2455,888.3067258
2466,892.3067258
2465,892.3067258
2467,893.3067258
2468,894.3067258
2454,889.3067258
2453,889.3067258
2469,895.3067258
2471,896.3067258
2470,896.3067258
2472,897.3067258
2452,890.3067258
2473,898.3067258
2474,899.3067258
2476,900.3067258
2451,891.3067258
2475,900.3067258
2450,892.3067258
2449,892.3067258
2448,893.3067258
2447,894.3067258
2446,895.3067258
2445,895.3067258
2444,896.3067258
2443,897.3067258
2442,898.3067258
2425,892.3067258
2441,898.3067258
2426,893.3067258
2427,894.3067258
2440,899.3067258
2428,895.3067258
2439,900.3067258
2428,896.3067258
2429,897.3067258
2430,898.3067258
2438,901.3067258
2431,899.3067258
2432,900.3067258
2437,902.3067258
2433,901.3067258
2434,902.3067258
2436,903.3067258
2435,903.3067258
2434,903.3067258
2434,904.3067258
2433,905.3067258
2432,906.3067258
2431,907.3067258
2430,908.3067258
2429,909.3067258
2428,910.3067258
2427,911.3067258
2426,912.3067258
2425,913.3067258
2424,914.3067258
2423,915.3067258
2422,915.3067258
2421,916.3067258
2420,917.3067258
2419,918.3067258
2418,919.3067258
2417,920.3067258
2416,921.3067258
2415,921.3067258
2414,922.3067258
2413,923.3067258
2412,924.3067258
2411,925.3067258
2410,925.3067258
2409,926.3067258
2409,927.3067258
2408,928.3067258
2407,929.3067258
2406,930.3067258
2405,931.3067258
2404,932.3067258
2403,933.3067258
2402,934.3067258
2401,935.3067258
2400,936.3067258
2399,937.3067258
2398,938.3067258
2397,939.3067258
2396,940.3067258
2395,941.3067258
2394,942.3067258
2393,943.3067258
2392,944.3067258
2391,945.3067258
2390,946.3067258
2389,947.3067258
2388,948.3067258
2387,948.3067258
2386,949.3067258
2385,950.3067258
2384,951.3067258
2383,952.3067258
2382,953.3067258
2381,954.3067258
2380,955.3067258
2379,956.3067258
2378,957.3067258
2377,958.3067258
2376,958.3067258
2375,959.3067258
2374,960.3067258
2373,961.3067258
2372,962.3067258
2371,963.3067258
2370,964.3067258
2369,965.3067258
2368,966.3067258
2367,967.3067258
2366,968.3067258
2365,969.3067258
2364,970.3067258
2363,971.3067258
2362,971.3067258
2361,972.3067258
2360,973.3067258
2359,974.3067258
2358,975.3067258
2357,975.3067258
2356,976.3067258
2355,977.3067258
2354,978.3067258
2353,979.3067258
2352,979.3067258
2351,980.3067258
2350,981.3067258
2349,982.3067258
2348,982.3067258
2347,983.3067258
2346,984.3067258
2345,985.3067258
2344,985.3067258
2343,986.3067258
2342,987.3067258
2341,988.3067258
2340,989.3067258
2339,990.3067258
2338,990.3067258
2337,991.3067258
2336,992.3067258
2335,993.3067258
2334,993.3067258
2333,994.3067258
2332,995.3067258
2331,995.3067258
2330,996.3067258
2329,997.3067258
2328,997.3067258
2327,998.3067258
2326,999.3067258
2325,1000.306726
2324,1000.306726
2323,1001.306726
2322,1002.306726
2321,1003.306726
2320,1004.306726
2313,1001.306726
2319,1004.306726
2314,1002.306726
2315,1003.306726
2318,1005.306726
2315,1004.306726
2317,1005.306726
2316,1005.306726
2316,1006.306726
2315,1007.306726
2314,1008.306726
2313,1009.306726
2312,1009.306726
2311,1010.306726
2310,1011.306726
2309,1012.306726
2308,1013.306726
2307,1013.306726
2306,1014.306726
2305,1015.306726
2304,1016.306726
2303,1017.306726
2302,1018.306726
2301,1019.306726
2300,1020.306726
2299,1021.306726
2298,1021.306726
2297,1022.306726
2296,1023.306726
2295,1024.306726
2294,1024.306726
2293,1025.306726
2292,1025.306726
2291,1026.306726
2290,1026.306726
2289,1027.306726
2288,1028.306726
2287,1029.306726
2286,1029.306726
2285,1030.306726
2284,1030.306726
2283,1031.306726
2282,1032.306726
2281,1032.306726
2280,1033.306726
2279,1033.306726
2278,1034.306726
2277,1034.306726
2276,1035.306726
2275,1035.306726
2274,1036.306726
2273,1037.306726
2272,1037.306726
2271,1038.306726
2270,1039.306726
2269,1039.306726
2268,1040.306726
2267,1041.306726
2266,1042.306726
2265,1043.306726
2264,1043.306726
2263,1044.306726
2262,1044.306726
2261,1045.306726
2260,1046.306726
2259,1046.306726
2258,1047.306726
2257,1047.306726
2256,1048.306726
2255,1049.306726
2254,1049.306726
2253,1050.306726
2252,1051.306726
2251,1052.306726
2250,1053.306726
2249,1053.306726
2248,1054.306726
2247,1055.306726
2246,1055.306726
2245,1056.306726
2244,1057.306726
2243,1057.306726
2242,1058.306726
2241,1058.306726
2240,1059.306726
2239,1059.306726
2238,1060.306726
2237,1060.306726
2236,1061.306726
2235,1061.306726
2234,1062.306726
2233,1063.306726
2232,1063.306726
2231,1064.306726
2230,1065.306726
2229,1065.306726
2228,1066.306726
2227,1067.306726
2226,1067.306726
2225,1068.306726
2224,1069.306726
2223,1070.306726
2222,1070.306726
2221,1071.306726
2220,1072.306726
2219,1073.306726
2218,1073.306726
2217,1074.306726
2216,1075.306726
2215,1075.306726
2214,1076.306726
2213,1076.306726
2212,1077.306726
2211,1078.306726
2210,1078.306726
2209,1079.306726
2208,1080.306726
2207,1080.306726
2206,1081.306726
2205,1081.306726
2204,1081.306726
2203,1082.306726
2202,1083.306726
2201,1083.306726
2200,1084.306726
2199,1085.306726
2198,1085.306726
2197,1086.306726
2196,1086.306726
2195,1087.306726
2194,1087.306726
2193,1088.306726
2192,1088.306726
2191,1089.306726
2190,1090.306726
2189,1090.306726
2188,1091.306726
2187,1091.306726
2186,1092.306726
2185,1092.306726
2184,1093.306726
2183,1093.306726
2182,1094.306726
2181,1094.306726
2180,1094.306726
2179,1095.306726
2178,1095.306726
2177,1096.306726
2176,1096.306726
2175,1097.306726
2174,1098.306726
2173,1099.306726
2172,1099.306726
2171,1100.306726
2170,1101.306726
2169,1102.306726
2168,1102.306726
2167,1103.306726
2166,1104.306726
2165,1105.306726
2164,1105.306726
2163,1106.306726
2162,1107.306726
2161,1108.306726
2160,1108.306726
2159,1109.306726
2158,1110.306726
2157,1111.306726
2156,1111.306726
2155,1112.306726
2141,1106.306726
2154,1113.306726
2142,1107.306726
2143,1108.306726
2144,1109.306726
2153,1114.306726
2145,1110.306726
2152,1114.306726
2146,1111.306726
2151,1114.306726
2147,1112.306726
2150,1114.306726
2148,1113.306726
2149,1114.306726
2150,1115.306726
2150,1116.306726
2150,1117.306726
2149,1118.306726
2148,1119.306726
2148,1120.306726
2148,1121.306726
2148,1122.306726
2147,1123.306726
2147,1124.306726
2147,1125.306726
2148,1126.306726
2146,1125.306726
2149,1127.306726
2150,1128.306726
2151,1129.306726
2145,1126.306726
2152,1130.306726
2155,1132.306726
2153,1131.306726
2156,1133.306726
2154,1132.306726
2144,1127.306726
2157,1134.306726
2158,1135.306726
2159,1136.306726
2143,1128.306726
2160,1137.306726
2163,1139.306726
2161,1138.306726
2164,1140.306726
2162,1139.306726
2165,1141.306726
2142,1129.306726
2166,1142.306726
2141,1130.306726
2140,1131.306726
2139,1132.306726
2138,1133.306726
2137,1134.306726
2136,1135.306726
2135,1136.306726
2134,1137.306726
